Melanin,Haemoglobin,Thickness_cm,BloodOxygenation,MelaninTypeRatio
6.400454223838242251e-02,1.301205398647285738e-01,1.482459102473381030e-02,9.717743873541783151e-01,6.927918927422529460e-01
3.702836176832099979e-01,1.469646687084574244e-01,1.294541236578133567e-02,9.700262772360649377e-01,7.443603035210264451e-01
3.541204576685906269e-01,7.390805882698858742e-02,1.724384879664022860e-02,9.116702306688725388e-01,6.776364215092071097e-01
2.322060177273361781e-01,1.495100807343341942e-01,7.492143308887620062e-03,9.230068874956366409e-01,6.954674511865360786e-01
3.524367482171175681e-01,2.570585256922498091e-02,8.250663764338113729e-03,9.732128186874705600e-01,7.200369090684788365e-01
4.079235721510825197e-02,6.703071242628323712e-02,1.106232706793399898e-02,9.149711977594540135e-01,6.842163925651907341e-01
1.702325711957256293e-01,1.435702019754251102e-01,8.423692329221488598e-03,9.690935034432737183e-01,7.988620525966899644e-01
3.175151515696339466e-01,1.255108752618146473e-01,1.854197438049633509e-02,9.717977191204877352e-01,6.745169025981901934e-01
1.114468905499802764e-01,1.676048327574693464e-01,5.495366428124905979e-03,9.353343855939926232e-01,7.774905657380379864e-01
3.237491042919941053e-01,1.032454751076386165e-02,8.203549833335002650e-03,9.258181849779427708e-01,7.205149747248078551e-01
2.172926212836591431e-01,3.570395184678665929e-02,2.305216218997606717e-02,9.373039411103613050e-01,6.693685519580282461e-01
3.228641088297919959e-01,1.065042187212132674e-02,2.495086296444173901e-02,9.359196621392894544e-01,6.677729235743871117e-01
2.003475646407943955e-01,3.923073062559305491e-02,1.475180955656186024e-02,9.607019805704581916e-01,7.250444084076282936e-01
1.588309619551597496e-01,1.852279315954066807e-03,1.490740146043516637e-02,9.743848299718863570e-01,7.030280257203815886e-01
9.503217386933326960e-02,1.013378500340943872e-01,2.046797524474876576e-02,9.861752634850363686e-01,6.851903448669490748e-01
9.039473747562144779e-02,1.061345647180828439e-01,5.723791552411501733e-03,9.029992284002114067e-01,7.938408705748624117e-01
3.233895577351288964e-01,1.319204644997929721e-01,1.354042963801956392e-02,9.726551557369369494e-01,7.195069610949786920e-01
5.201253930656905139e-02,7.759757699300764977e-02,6.996557636299196095e-03,9.314186018289160041e-01,7.893216472058491862e-01
3.788642819759546060e-02,1.638330446351617250e-03,1.301852765312971894e-02,9.838642010710472174e-01,6.745999589097227966e-01
7.662899559449383446e-02,1.351043397271197988e-01,2.467643682257749868e-02,9.075716959741011447e-01,6.775199100845018529e-01
7.622365341373248115e-02,1.180392646183460459e-02,2.007266561606722149e-02,9.551174510173066068e-01,7.394041536413678006e-01
3.541131701841599977e-01,1.733679157327310538e-01,2.470091751370435962e-02,9.548673589754013147e-01,6.904813463925234540e-01
1.719593414704371215e-01,5.508143553879535186e-03,1.992097251341203371e-02,9.326511462175228750e-01,6.777406783416890512e-01
4.258766482076469795e-01,1.065645495280698740e-01,1.716220143613176805e-02,9.970306597353365552e-01,6.642028078119966983e-01
5.986362959217271518e-02,1.790886585947186471e-01,2.008441665854486871e-02,9.106923151168687669e-01,6.614406005460745641e-01
2.813685852225729644e-01,1.149254255819672499e-01,1.818183345941969467e-02,9.136397233534921947e-01,7.629752578120140294e-01
1.935049585893365010e-01,1.220749325622420695e-01,1.428132059803816772e-02,9.644259598188275051e-01,6.923244719554725313e-01
1.695618978030447310e-01,1.366405588191437481e-01,1.085092668010420071e-02,9.514299224643653075e-01,7.967628729961452327e-01
3.764111213942012979e-01,2.535936069836293785e-02,1.540356118668709945e-02,9.264467128552047459e-01,6.774681691218686908e-01
4.195305320603834320e-01,1.353104930613013568e-01,1.016986947802861127e-02,9.304271796457441734e-01,7.031669975035772513e-01
3.754564933141226746e-01,1.761906215205502335e-01,1.473352692884290563e-02,9.157023308708819309e-01,7.062362929223500174e-01
8.349699130607207698e-02,1.948699457342280006e-01,7.922708118421720874e-03,9.867764138911873095e-01,7.250229189105245053e-01
9.572230819863269957e-02,8.916734787231106463e-02,1.630790197940081704e-02,9.569518873139690740e-01,7.805953803469181107e-01
2.824556941317821757e-01,6.955646548383183358e-02,9.905673816242095003e-03,9.244834576153831973e-01,7.752155314946280740e-01
1.250168565227842421e-01,1.509086135036671050e-01,1.087216207883139399e-02,9.393420757709343150e-01,6.514934496295693434e-01
3.161970811048687713e-01,1.090319833309675995e-01,1.498056283564776908e-02,9.906685054304883442e-01,7.113882600437394510e-01
2.439944591973375598e-01,5.220362623655106643e-02,8.250525060431616181e-03,9.886841161653062704e-01,7.741905096560873778e-01
2.373398616823828577e-01,3.525941910897089498e-02,2.424759767271838368e-02,9.069106691113207885e-01,6.500296711740065625e-01
3.564466307558391001e-01,3.487582981795599862e-02,1.393888630785752175e-02,9.654100138279703147e-01,7.300459358327365811e-01
3.058185590776087981e-01,9.237623028462425834e-02,1.204558459253502259e-02,9.152971170969723680e-01,6.889213431999803294e-01
1.240186118383813929e-02,3.485475671751437493e-02,5.583932101851618937e-03,9.210883365548256929e-01,7.119152823863150736e-01
2.221796983564073083e-02,4.924069858285668767e-03,2.186508726224465834e-02,9.864207592246416745e-01,7.130457049818212933e-01
2.590685761036307100e-01,1.136566621896830873e-02,1.751667830612768650e-02,9.895190317475958119e-01,7.087631661076272405e-01
2.095764004419561899e-01,1.860470242466401858e-01,1.332810309682594396e-02,9.082691915893948975e-01,7.837925183316895028e-01
1.126192171421433047e-01,1.551930689086701565e-02,9.910655986769514175e-03,9.873923329478693223e-01,7.304695413454301844e-01
1.806034614580498965e-01,1.556295742561095152e-02,1.990274837350770529e-02,9.728493552843224812e-01,7.855620085741977787e-01
3.261435267363971824e-01,9.078650066117295581e-02,2.390949151483334409e-02,9.775710363266698621e-01,7.590113610982026637e-01
3.556163269182519571e-01,4.977495618467148164e-02,1.261619411304040414e-02,9.791815327645810862e-01,7.026680106461008490e-01
2.417646961248289539e-01,1.925760765823270604e-01,7.697521367584625636e-03,9.507233271737995928e-01,7.240345522323432537e-01
1.663235072876971810e-01,1.822861820600630567e-01,7.183894945454747175e-03,9.946907642988201959e-01,7.084787807307937335e-01
1.171289106814009107e-01,8.154390648558215715e-02,5.127239446677718700e-03,9.200359603980595713e-01,7.742861417300482829e-01
2.249030239600097458e-01,9.029757236383559316e-02,1.987910881543443822e-02,9.504965107517543421e-01,6.781396717956446052e-01
1.360275863641194349e-01,7.564761696203847752e-02,2.462790771803341147e-02,9.318552579888405019e-01,7.904618423392327786e-01
2.429968137932586314e-01,8.535357211982516970e-03,2.485635505507136425e-02,9.822431242802507345e-01,7.370636741377873946e-01
2.912838720966345329e-01,5.927652101168703197e-02,2.068394508685851216e-02,9.082700712128777276e-01,7.417636930952126173e-01
2.934798148442038443e-02,2.541202045278484131e-02,8.243675565920871584e-03,9.433678486924268469e-01,7.275202100377957670e-01
1.457942494758565112e-03,2.137169567300942902e-02,2.455418911826243167e-02,9.773477656245329603e-01,7.331744715567376502e-01
9.206689256267872046e-02,1.126114530143411813e-01,1.155626886003901892e-02,9.312340911557739354e-01,7.501513124634241469e-01
3.847454325213570669e-01,2.065420668499888882e-02,1.167239218985087305e-02,9.240476284270449092e-01,7.482552882651289927e-01
2.782587374250518608e-01,2.148333343525745884e-02,1.874673905784877970e-02,9.262549154794896822e-01,6.821220633304946324e-01
7.477099098098280439e-02,9.662222924905036758e-02,5.980983741489027776e-03,9.713590107406545604e-01,7.373660241309611951e-01
3.829232396223324342e-01,8.901419065940512076e-02,2.151539459815118502e-02,9.286782675838830547e-01,7.031939661032664546e-01
2.026110983832688506e-01,2.838932224134150736e-02,2.494594552975488294e-02,9.402683545462979797e-01,7.455545458704317952e-01
2.052433636151454188e-01,1.885355936963737083e-03,2.050139556179834954e-02,9.545668087439177496e-01,7.321751870401878026e-01
4.023474939084990543e-01,3.940191391180093011e-02,2.063352982414666525e-02,9.940760078946692113e-01,6.769519900568738979e-01
2.651979094665286862e-02,4.794255858222611077e-02,1.280627341133101955e-02,9.794347559886928956e-01,7.602100876308554023e-01
9.331147981572024408e-02,1.602494402781646510e-01,6.318427780313138481e-03,9.185281664224017595e-01,7.185520171219235142e-01
2.522958984913759029e-01,1.831722317549157875e-01,2.085334868468846636e-02,9.883084232534435909e-01,7.327162328429206450e-01
8.486371261067975069e-02,8.178293510010598011e-02,1.694316173809600964e-02,9.844767433185203087e-01,7.508964297387219489e-01
2.925170869506428795e-01,8.160031857369459685e-02,2.318677378244168863e-02,9.745224519554869236e-01,7.479307660875705865e-01
9.284559212545295814e-02,1.427837754682134974e-01,7.319258003336650761e-03,9.516905974771945331e-01,7.623393230135067089e-01
4.353834038689135405e-02,1.257574811252331060e-01,1.110246126188216623e-02,9.069814955257311517e-01,6.810127592964676513e-01
8.979663348592024918e-02,3.764389715198842440e-02,1.221312307446772993e-02,9.711505241389165599e-01,6.665586850606035618e-01
1.823529007027147042e-01,2.243013533687641253e-02,1.866559417089383097e-02,9.518342170422826598e-01,7.503769362011516453e-01
7.656333034525127090e-02,8.808476624035511959e-02,2.075490326206310202e-02,9.309774925817956293e-01,6.853977419998523724e-01
5.878287869211599320e-02,1.134008442693898444e-01,2.422040817168840537e-02,9.009938000018273829e-01,6.671907302824739983e-01
3.700609291879256024e-01,2.860281302860304478e-02,1.090814316648308982e-02,9.231048980776348500e-01,6.696856239214111772e-01
1.384504003432450725e-01,5.936142518828046999e-02,1.487272817128494629e-02,9.605690177579392364e-01,6.969200185849271367e-01
1.557654765163307975e-01,6.188265628968440263e-02,5.579218601625968166e-03,9.112306586331956337e-01,7.987680572073867502e-01
2.471100567602665596e-02,5.299834200380864474e-02,1.005975756217775824e-02,9.655418706611712532e-01,6.735890490030628230e-01
1.543115684823812284e-01,9.269149199206641598e-02,1.248007016239280689e-02,9.819672088822011258e-01,6.947804843447702439e-01
1.146022790709576716e-01,1.309596532796279689e-01,1.687612413050896404e-02,9.318178340736251730e-01,7.881101227823215094e-01
2.628980938896272601e-01,1.023685868395824844e-01,1.441690987198348053e-02,9.081985539454964229e-01,7.944962094711204292e-01
8.911243770146247412e-02,4.108985588722149918e-02,1.228950119553994663e-02,9.139698790426218356e-01,6.843265041727277787e-01
3.821087793639585950e-01,2.148487036243255238e-02,1.748155933058683290e-02,9.357908932534905189e-01,7.820679045575986699e-01
3.998269803744891049e-01,1.645522221168413679e-01,2.157231354234000892e-02,9.813434252758427290e-01,6.708376916784520860e-01
4.382752352884299041e-02,9.638163186083935352e-02,9.833622659695784307e-03,9.634278719712755512e-01,7.642304616950773566e-01
4.707586824779962098e-02,1.336569764264156426e-02,1.185751758520824616e-02,9.867887648096185238e-01,6.519512240971057082e-01
5.047504194961383722e-02,5.236617843026204755e-02,1.909847299374039728e-02,9.994427112631124599e-01,7.109929443861440213e-01
2.667952109571238295e-01,1.610027218984468045e-01,2.055881197517060721e-02,9.202566202899159498e-01,6.871002810076082268e-01
5.332468564592821730e-02,1.505935386299364354e-01,2.150793743469294611e-02,9.694821436236793488e-01,7.556012021238684984e-01
3.666720143920842445e-01,1.752875099465781850e-01,9.186624377940573807e-03,9.466516700062936884e-01,6.524084197032776755e-01
3.245824799083558698e-01,1.208154773743367327e-01,1.578533922488831176e-02,9.493478060946820563e-01,7.197352559077300205e-01
3.526980001841123480e-01,8.515828093725295866e-02,2.300022197050568748e-02,9.325581403560804228e-01,7.545093537117403271e-01
2.266799660341029532e-01,8.590036451333568635e-02,1.283900910182983468e-02,9.342512214999411091e-01,6.570057309875274587e-01
4.285745237417168396e-01,3.960600885409580607e-02,1.359766180443111247e-02,9.676281948397768007e-01,7.846100273194959174e-01
1.995111916304518479e-02,1.305089933420585102e-01,2.469645887801371828e-02,9.620802917196016324e-01,7.041796111094673627e-01
1.731426696358426276e-01,1.174286824624779513e-01,7.261052920650108711e-03,9.318503570627433286e-01,6.747898748363364563e-01
1.399688309742459225e-01,3.181801787433834183e-02,1.911203978923272165e-02,9.118580918819085834e-01,6.838196744045691444e-01
4.079689189477229694e-01,1.772469210890295910e-01,2.200368254081783853e-02,9.578241287308202345e-01,7.008358893170695270e-01
2.484733511954673457e-01,7.432517245880881918e-02,8.015870332680348140e-03,9.739396344964885710e-01,6.797562652733438737e-01
3.468559241757871447e-01,1.089801433869263050e-02,1.928906472014474752e-02,9.558621790214509861e-01,7.265868130872804587e-01
7.407637207950458491e-02,6.624830323517698349e-02,1.439476444020884593e-02,9.003650673456641274e-01,7.449397604749034008e-01
4.208340477332883078e-01,1.741014862276036024e-01,2.205781769349286769e-02,9.282315512473803265e-01,7.150145163324986841e-01
2.149163656099392083e-01,1.834743605864951332e-01,2.314904633671812512e-02,9.778579339635011802e-01,7.140548224842683256e-01
2.127853207201070573e-01,9.858928503466707349e-02,2.244969806309147012e-02,9.742548205276738704e-01,7.672549279053053617e-01
4.175095485461215450e-01,1.913116480746101800e-01,6.287702751580255545e-03,9.010410252541493081e-01,6.951525069436828019e-01
1.643341829621552119e-01,1.751731200331832494e-01,2.013710553629948635e-02,9.470296232760178068e-01,7.434153250860863205e-01
1.715382355340919762e-01,1.652209127027458591e-01,2.343055149971658840e-02,9.437318172650339676e-01,7.839382377565209392e-01
2.518589095033177960e-01,1.720823028717590186e-01,1.742696881341862167e-02,9.652281376290942072e-01,6.832271547644018783e-01
5.593456992500059344e-02,7.699320702159587193e-02,1.701752120956980321e-02,9.124980040064998299e-01,7.429851095036685837e-01
1.387457337306857441e-01,1.515373192103531830e-01,5.900107747962219859e-03,9.621415232882269963e-01,7.921957670082176994e-01
8.388637032896099910e-02,1.158904616121537168e-01,2.212066044411876986e-02,9.946918020161050755e-01,7.294692882433182479e-01
4.530861253692428092e-02,1.442171163463210337e-01,5.928071216583230552e-03,9.371749534615250177e-01,7.965346585545696190e-01
3.725760361160075917e-01,3.637943540857415531e-02,1.127019212769347911e-02,9.337356417659757879e-01,6.965069066277195242e-01
2.538230702686872231e-01,1.465473884432134666e-01,2.351726130574431292e-02,9.028273514371878417e-01,7.346440838999297451e-01
1.548706275654739006e-01,1.915608944046401918e-01,2.399490285459024430e-02,9.057395058955431955e-01,6.966553626801429422e-01
1.763191628903197916e-01,6.123000115390448556e-02,2.483801080951845291e-02,9.931572446929718412e-01,6.505579137601100737e-01
1.861216525818751300e-01,1.972461034671698088e-01,1.452804571225772487e-02,9.975501846538689099e-01,7.995962150668487478e-01
2.726209991400803112e-01,7.629682694626885309e-02,8.548590927620216759e-03,9.005641700436587405e-01,6.860090102055914629e-01
3.985840689487781252e-01,4.074497590718554468e-02,1.475888973658167833e-02,9.900679686343164532e-01,7.959652977855098399e-01
4.011624568328455154e-01,2.334495973024744084e-02,7.046258501660985010e-03,9.173960030680821109e-01,7.479549239970690877e-01
1.689500592186545802e-01,1.572074207443473759e-01,2.245072217939939746e-02,9.561358718656429723e-01,7.855900413422859385e-01
1.422535951674431531e-01,1.114102546749371064e-01,1.621074466533009573e-02,9.678140923528749662e-01,7.950804120580450274e-01
1.944989485794744177e-01,6.211912743874374587e-02,1.309011798333510612e-02,9.359058710560579364e-01,7.351743809512975014e-01
2.446437848538232929e-01,1.220816235889578272e-01,6.590614049616087995e-03,9.528988091770717039e-01,7.999537016451887528e-01
1.991198840119419999e-01,6.708813638035994453e-02,1.310481353633261015e-02,9.627542188155305825e-01,7.650994863913055388e-01
2.836052128113646931e-01,9.022319370836329178e-02,2.232383216780218019e-02,9.193926299384793666e-01,7.285721834140360675e-01
2.388371810299186049e-01,1.726701610248651542e-01,1.906811864954425367e-02,9.994256621585682066e-01,7.482414926286329315e-01
1.385869695317586414e-01,1.339651288949738062e-01,6.649110350219331576e-03,9.203881835585485671e-01,6.791407035989899255e-01
1.493185156721693885e-01,1.527179661012385836e-01,8.198143994523517109e-03,9.010338464686619142e-01,6.516548932160525220e-01
1.634163058631245558e-01,1.171152167424456825e-01,1.284616981415009213e-02,9.944284592104748466e-01,6.885184021410712951e-01
4.160046057898774546e-02,1.982882117282386003e-01,7.027501653718373070e-03,9.429127700864142758e-01,7.152456292579860708e-01
7.224086930559446562e-02,4.904060319188764672e-02,2.368082383986542042e-02,9.398619718926478628e-01,6.842078880292631338e-01
3.112158211203706615e-01,5.319594098304413626e-02,1.804584089261751859e-02,9.275671318466323090e-01,7.271053846979297353e-01
1.679224892429723170e-01,1.941922880892824402e-02,6.896460026078901281e-03,9.025831926791167970e-01,7.486916213337000414e-01
9.303721922830161806e-02,1.112498809120714000e-01,2.076114924760921396e-02,9.264568193380151584e-01,7.483690773650056860e-01
2.423864641366137718e-01,1.230584880452652158e-01,1.236811857143885890e-02,9.393300342565982231e-01,7.840646645799693726e-01
3.251264637211002673e-01,1.454663530068651400e-01,9.897412891064417961e-03,9.520329248866722383e-01,7.949478644724814469e-01
1.114341934461643285e-01,6.775373926390294843e-02,1.639969883879382334e-02,9.457644220121982359e-01,7.836042520039833148e-01
3.556928593452863829e-01,3.439103571140412954e-03,5.267442662410826495e-03,9.879036207704022798e-01,7.430262439020389742e-01
3.988995847791462768e-01,1.268136778805756815e-01,1.430795320208510038e-02,9.911329861930149310e-01,6.808646231886693601e-01
2.572822529726776497e-01,1.997404030115561557e-01,2.187609986190339195e-02,9.317154921815715696e-01,7.915176738754891028e-01
2.879785457073876231e-01,5.961532140420850584e-02,2.356115191971136849e-02,9.959554593875459272e-01,6.762290592150960178e-01
2.355509984859075617e-02,3.760295604133492842e-02,1.185109408832879518e-02,9.864934172120354283e-01,6.727141073765697810e-01
4.066280332483978577e-01,5.707162460744429067e-02,1.784873176330088740e-02,9.927634816534749440e-01,6.976353991858152970e-01
1.693759509996608792e-01,8.565767948063239545e-02,9.536468767376671957e-03,9.706330882387796954e-01,7.360408342007432880e-01
3.973532718339893854e-01,5.093167286156037588e-02,1.620426141969418324e-02,9.198271843325541708e-01,7.522208947978706872e-01
2.493813581178540573e-01,7.004504504813845178e-02,1.008055452306378177e-02,9.195227792657774124e-01,6.519939016018454492e-01
2.981464703787544378e-03,1.280031409772931783e-01,1.642713017254905997e-02,9.908651563083943348e-01,7.667033407579625370e-01
1.753451770975392177e-02,6.966056938168033175e-02,8.434442345864618523e-03,9.507045459934443388e-01,6.762529323630863676e-01
2.928996676323964987e-01,7.981573001194727790e-02,2.382465113521486932e-02,9.890467307153737453e-01,6.944727277269532317e-01
2.423845779338993089e-01,8.966221297053524053e-03,2.273834952814583407e-02,9.720547879189317397e-01,6.983130088693477733e-01
1.238241556140589478e-02,1.836705578229510805e-01,1.173836498897679742e-02,9.212512304335067626e-01,6.998668998348114290e-01
3.199443233644033158e-01,8.197030602305588332e-02,2.053325777849885139e-02,9.384759820062953395e-01,7.640551403314207457e-01
3.665703496026789243e-01,6.630055969092407686e-02,6.910082614643891022e-03,9.967825215022507734e-01,6.561416543303270066e-01
2.139630999664632605e-01,1.821035505283151792e-02,1.980721817410847907e-02,9.019582761443504237e-01,6.794776727588479615e-01
2.008099419132623742e-01,1.272024598636415371e-01,1.064918259225408267e-02,9.714583863092743909e-01,6.533478846728671963e-01
3.347963690055189880e-03,1.729011651024872365e-01,7.712835373517246129e-03,9.978779697075206290e-01,7.667449185067649609e-01
3.384727266597540862e-01,9.189486810427662661e-03,1.856382435807227282e-02,9.104146945923627943e-01,7.975583507547685524e-01
1.428771926340792198e-01,2.990922100584106694e-02,1.439613635638778422e-02,9.271992854946878859e-01,7.489320738899847285e-01
3.779895928867094690e-01,3.013157594835525963e-02,1.560279203460887901e-02,9.547013120681191456e-01,7.385208771378217740e-01
1.610429920624047440e-01,1.208526962142107974e-01,1.541059568275841840e-02,9.843764927746698756e-01,7.862099320082754916e-01
2.434184236605726748e-01,1.843248700409554075e-01,6.188959642120390667e-03,9.506511869837728224e-01,6.882430979545224314e-01
1.169766271375115019e-01,8.811590504603641905e-02,6.027604981853540086e-03,9.059596046994571328e-01,6.599693457707007660e-01
6.989238609893011489e-02,6.941748319057627903e-02,1.702335007896193728e-02,9.127184323331153371e-01,7.264954857458323367e-01
3.334354905505896860e-01,1.534022964337415640e-01,1.747729284710833331e-02,9.375943368832564406e-01,6.890523054760743227e-01
2.140373154250548027e-01,1.487712432893746328e-01,5.943491130302291925e-03,9.322540673760548735e-01,7.176622422021353698e-01
2.311533192897155531e-01,5.010447171616472239e-02,1.256878663775635660e-02,9.219678631179211159e-01,7.184449775872714383e-01
4.151634440436645090e-01,3.300444609926932865e-02,1.725702559120854962e-02,9.840128736185790315e-01,6.978247736102104470e-01
4.143757823433039111e-01,7.220419645065591363e-02,1.813361311506152609e-02,9.026881683748735341e-01,7.229486872374580875e-01
3.680704702103311243e-01,1.553450750530996072e-01,2.156551518553103189e-02,9.829344247777077603e-01,7.070227820824852571e-01
8.148438659619940128e-02,1.393176145930806742e-01,1.341464567193761601e-02,9.921680173645762713e-01,6.669589005172815721e-01
2.559429858553777803e-01,1.335048875648848499e-01,1.596515562293937540e-02,9.630111024551064602e-01,7.800088561108670104e-01
3.777252451772255548e-01,1.660562834724775838e-01,1.657120751217634400e-02,9.625350398587764200e-01,7.551910571645339409e-01
1.616450287365942817e-01,5.614893215593735887e-02,1.124090566600638094e-02,9.149017712985482165e-01,6.561963297499761039e-01
4.437454518636595180e-02,6.859706136843250757e-02,6.076508048832232091e-03,9.568317738210831980e-01,6.673679637906959616e-01
3.489030850609264878e-01,9.425550671226020499e-03,5.084518524102092998e-03,9.375174393938062734e-01,6.644771706068036687e-01
2.076765635343716387e-01,1.738804093849031507e-01,2.172250832237049983e-02,9.229049761520196071e-01,6.592615320513242061e-01
2.431244598740875951e-01,1.169035172495134500e-01,9.004636450447727619e-03,9.583329555855530923e-01,6.588585163760821706e-01
4.223399031203552423e-01,6.032633608485497845e-02,1.760509328318271213e-02,9.001190467062346601e-01,6.735668499404300347e-01
2.614937036819569571e-01,1.481388975842374417e-02,1.654094957287839326e-02,9.276412791542159031e-01,7.771804112794892250e-01
1.833161564507574948e-01,1.449584911293294864e-01,1.299266153481037911e-02,9.656042024288438164e-01,7.742349944297264308e-01
1.597232938064478414e-01,1.499987663902631607e-01,2.166986617401267523e-02,9.455040610507341459e-01,7.674719712917578152e-01
1.801586765485855834e-01,1.335695517708894997e-01,1.896803191386758208e-02,9.145640540504449412e-01,7.422059759807859702e-01
5.179320668364889579e-02,4.155241321839917706e-02,5.454829268783458612e-03,9.001318111749957440e-01,7.585240329820451821e-01
3.419479895611383102e-01,1.827299956432123784e-01,2.053388146713369319e-02,9.270439314069965908e-01,7.607721816260459846e-01
3.603805321622406410e-01,1.508784457851543859e-01,1.513997636003524411e-02,9.549059305955127641e-01,7.833969305461501165e-01
1.230063707319924010e-01,1.318935083932100960e-01,1.194038578165693837e-02,9.534545565113625720e-01,7.598514544453648378e-01
1.313287492978660043e-01,1.305378407609357194e-01,1.953769313023355839e-02,9.131071899371919764e-01,7.604688962031448396e-01
3.760893959676348541e-01,1.809671823182366079e-01,1.872131259292538971e-02,9.613697143016687319e-01,7.706121759070225785e-01
1.128328252149288918e-02,1.857331194863276469e-01,1.121176475737898151e-02,9.998924378225074738e-01,7.334532283891448401e-01
2.242762433761406882e-01,1.195318461840377544e-01,2.466077742995763031e-02,9.584866906261103603e-01,6.819543185063914326e-01
1.999168815983639325e-01,8.391721278154713748e-02,1.797416973423506675e-02,9.527638175709254309e-01,6.626813716353587846e-01
2.970643841491592552e-01,7.338306193232382868e-02,1.711559424907787424e-02,9.622633123592916338e-01,7.128565340572848852e-01
7.109503936411597225e-02,1.639966893750637866e-01,6.397607269635441178e-03,9.879670890260733307e-01,6.637528507529094624e-01
2.877138878011209489e-01,1.292764626270323791e-01,1.058637560689474830e-02,9.945999344695635180e-01,6.753956047331497459e-01
1.626188893783219735e-01,1.637594002047707345e-02,1.393948004652883002e-02,9.041033515752658900e-01,6.535760017643652553e-01
2.664286398347764373e-01,2.929501658999041427e-02,1.761251408619352726e-02,9.204993802915153456e-01,6.950309436554764631e-01
1.820075923542087068e-02,1.801369931258644252e-01,1.525527261460755610e-02,9.115764064005964507e-01,7.954996733603028058e-01
1.990809675921545174e-01,1.770151314727956837e-01,2.026065866942782651e-02,9.772353785702639906e-01,7.068396908996615879e-01
2.250456335184376488e-01,1.904146572907963186e-01,1.025135424935803841e-02,9.045562858951946561e-01,6.861338909076621917e-01
9.294602682478925182e-02,8.614234249833642443e-02,1.904313990564968778e-02,9.902634946991130116e-01,7.105174215707347196e-01
6.089854764284278327e-02,1.570281206205007274e-01,2.133194093782325024e-02,9.020555364903131146e-01,6.952007780310016649e-01
8.185547599227729898e-02,1.658167804355500097e-01,2.030099951165906594e-02,9.602546812949124266e-01,7.510815234392541617e-01
1.486365224891763037e-01,6.382368426180043408e-02,2.041693169176066885e-02,9.275576193980267226e-01,7.451700141738620831e-01
4.253155405183275256e-02,2.992220453420130558e-02,2.277014114524330765e-02,9.470563524941061351e-01,6.541014361655744791e-01
4.074001923680002912e-01,1.994082459661954132e-01,6.683570849609790296e-03,9.441885914004882752e-01,7.266984733710177835e-01
1.747424523817056041e-01,7.013621546518630095e-03,1.894383142748206142e-02,9.748893270723982818e-01,6.554299531513155808e-01
3.480479594753952965e-01,1.198698478235771664e-01,2.437356402232922215e-02,9.496642101059917795e-01,7.516044899621412423e-01
4.190249458136952043e-01,1.303922425621600878e-01,1.647301299749076228e-02,9.421220830126550982e-01,7.903712495940887761e-01
3.563543512117507694e-02,1.366760790519600255e-01,9.346326239687851450e-03,9.730277102584354854e-01,7.861231818091128920e-01
2.805662017441124534e-01,5.186992104984885360e-02,2.497507611548425988e-02,9.925806919304855924e-01,6.808568168136389653e-01
3.748344982119807822e-01,1.445942696154713103e-01,8.493545856429578211e-03,9.793922401523567078e-01,7.613967721582090009e-01
2.730865721717264383e-01,4.406351309297184410e-02,1.171115394749718680e-02,9.736717031502554187e-01,7.689598956560848020e-01
1.850522060623300546e-01,1.659786128945848205e-01,8.441243768343355269e-03,9.487722081135652186e-01,7.796551299664076229e-01
1.859317574266755313e-01,4.460421814284227376e-02,1.429025737500136395e-02,9.900215798281331026e-01,6.889398006200782021e-01
1.640062209715697356e-02,1.396444997861394366e-01,1.337752019221916458e-02,9.486313457421688966e-01,7.176252268958240865e-01
2.303437223030991021e-01,1.568992836809612046e-01,1.482481793021145702e-02,9.930285785315536851e-01,6.832256643554885933e-01
4.272299456215575275e-01,3.860020434197556499e-02,2.355966800110859127e-02,9.802922262421609467e-01,6.536464185816787120e-01
4.122855286419597198e-01,4.835931103888795740e-02,1.456648771668450290e-02,9.150260235610129245e-01,7.488518941797436268e-01
1.833126917328800620e-02,1.560416440081390244e-01,1.529252652427288278e-02,9.046992172727352788e-01,7.147195426839718646e-01
3.037869145570504248e-01,1.811379535535561844e-02,2.273364211836936127e-02,9.740855686866065621e-01,6.872175320845350655e-01
1.304571278129833256e-01,3.896142954086616317e-02,2.135515988029664664e-02,9.685839161600338088e-01,7.770655920949418594e-01
3.883823468112326260e-01,9.165065033179313481e-02,9.794440624508883586e-03,9.602088879581975878e-01,7.243520959968804407e-01
2.035422590928049127e-02,1.861062038202093427e-01,5.258519104577003868e-03,9.976239280017346056e-01,7.991986515818886305e-01
4.024899897627535750e-01,1.128136891437090950e-01,1.758999184404102384e-02,9.545403047771960914e-01,7.690036740408451310e-01
3.602770940849562842e-01,7.814789179343688275e-02,2.189699647675040148e-02,9.347899867101363558e-01,7.803816799603879861e-01
5.140937998636604944e-02,1.956956742222728529e-01,1.605700225220800179e-02,9.564965850822579885e-01,7.659998373196508226e-01
2.666464070912135526e-02,9.327854993803642858e-02,9.223538400256903885e-03,9.028411752505456356e-01,6.658887348425932551e-01
3.590895879962555104e-01,8.731325976380893694e-02,1.982710181350613721e-02,9.579264234570299408e-01,6.597543500980506126e-01
6.782004084809455102e-02,8.291721906065697978e-02,1.839078565222539846e-02,9.902430205041022893e-01,7.872618158921695919e-01
